basket_id,shop_id,user_id,item_id,buy_date
23,5,46,34,2019-07-10
23,5,46,37,2019-07-10
23,5,46,37,2019-07-10
23,5,46,91,2019-07-10
24,5,41,93,2019-01-21
25,19,29,13,2019-04-19
25,19,29,48,2019-04-19
25,19,29,78,2019-04-19
25,19,29,79,2019-04-19
25,19,29,93,2019-04-19
26,19,15,6,2019-03-27
26,19,15,17,2019-03-27
26,19,15,18,2019-03-27
26,19,15,22,2019-03-27
26,19,15,29,2019-03-27
26,19,15,57,2019-03-27
26,19,15,74,2019-03-27
26,19,15,85,2019-03-27
27,10,28,6,2020-01-05
27,10,28,23,2020-01-05
27,10,28,41,2020-01-05
27,10,28,57,2020-01-05
27,10,28,57,2020-01-05
27,10,28,82,2020-01-05
27,10,28,88,2020-01-05
28,6,4,5,2019-10-05
28,6,4,5,2019-10-05
28,6,4,32,2019-10-05
28,6,4,33,2019-10-05
28,6,4,42,2019-10-05
28,6,4,45,2019-10-05
28,6,4,84,2019-10-05
28,6,4,97,2019-10-05
29,15,6,26,2020-03-05
29,15,6,34,2020-03-05
29,15,6,43,2020-03-05
29,15,6,61,2020-03-05
29,15,6,75,2020-03-05
29,15,6,86,2020-03-05
29,15,6,93,2020-03-05
29,15,6,94,2020-03-05
30,7,22,39,2019-04-03
30,7,22,54,2019-04-03
30,7,22,69,2019-04-03
31,2,44,43,2020-04-01
31,2,44,83,2020-04-01
31,2,44,88,2020-04-01
31,2,44,95,2020-04-01
31,2,44,99,2020-04-01
32,10,8,51,2020-02-19
33,18,11,6,2020-01-23
33,18,11,21,2020-01-23
33,18,11,22,2020-01-23
33,18,11,75,2020-01-23
33,18,11,77,2020-01-23
33,18,11,87,2020-01-23
34,16,60,19,2019-05-14
34,16,60,53,2019-05-14
34,16,60,56,2019-05-14
34,16,60,86,2019-05-14
34,16,60,95,2019-05-14
35,11,82,13,2020-10-14
35,11,82,23,2020-10-14
35,11,82,32,2020-10-14
35,11,82,49,2020-10-14
35,11,82,63,2020-10-14
35,11,82,64,2020-10-14
36,4,82,33,2019-11-07
36,4,82,43,2019-11-07
36,4,82,95,2019-11-07
38,9,90,41,2020-01-28
38,9,90,42,2020-01-28
38,9,90,44,2020-01-28
38,9,90,66,2020-01-28
38,9,90,70,2020-01-28
38,9,90,90,2020-01-28
38,9,90,90,2020-01-28
38,9,90,95,2020-01-28
39,6,3,22,2020-03-09
39,6,3,23,2020-03-09
39,6,3,27,2020-03-09
39,6,3,27,2020-03-09
39,6,3,33,2020-03-09
39,6,3,34,2020-03-09
39,6,3,64,2020-03-09
39,6,3,75,2020-03-09
39,6,3,84,2020-03-09
40,8,44,29,2020-07-19
40,8,44,35,2020-07-19
40,8,44,61,2020-07-19
42,13,13,96,2020-11-04
43,12,99,42,2019-12-13
45,7,97,11,2019-02-04
45,7,97,26,2019-02-04
45,7,97,34,2019-02-04
45,7,97,54,2019-02-04
47,18,96,26,2020-07-01
47,18,96,33,2020-07-01
47,18,96,38,2020-07-01
47,18,96,53,2020-07-01
47,18,96,53,2020-07-01
47,18,96,56,2020-07-01
47,18,96,63,2020-07-01
47,18,96,70,2020-07-01
47,18,96,74,2020-07-01
49,5,70,4,2019-03-04
49,5,70,8,2019-03-04
49,5,70,9,2019-03-04
49,5,70,14,2019-03-04
49,5,70,65,2019-03-04
50,2,74,3,2020-01-29
50,2,74,21,2020-01-29
50,2,74,41,2020-01-29
50,2,74,43,2020-01-29
50,2,74,55,2020-01-29
50,2,74,58,2020-01-29
50,2,74,63,2020-01-29
50,2,74,85,2020-01-29
51,14,24,16,2020-12-23
51,14,24,84,2020-12-23
51,14,24,99,2020-12-23
52,12,62,18,2019-06-16
52,12,62,18,2019-06-16
52,12,62,42,2019-06-16
52,12,62,91,2019-06-16
53,12,41,55,2019-11-29
53,12,41,63,2019-11-29
53,12,41,77,2019-11-29
53,12,41,82,2019-11-29
53,12,41,91,2019-11-29
54,16,92,4,2020-01-27
55,9,22,62,2020-08-09
56,2,3,1,2020-07-01
56,2,3,57,2020-07-01
56,2,3,68,2020-07-01
56,2,3,89,2020-07-01
57,11,62,22,2020-05-02
57,11,62,31,2020-05-02
57,11,62,58,2020-05-02
57,11,62,80,2020-05-02
57,11,62,95,2020-05-02
59,5,31,1,2020-05-15
59,5,31,4,2020-05-15
59,5,31,28,2020-05-15
59,5,31,39,2020-05-15
60,17,11,14,2020-08-05
60,17,11,40,2020-08-05
60,17,11,76,2020-08-05
61,16,8,5,2019-03-18
61,16,8,7,2019-03-18
61,16,8,18,2019-03-18
61,16,8,26,2019-03-18
61,16,8,39,2019-03-18
61,16,8,66,2019-03-18
61,16,8,76,2019-03-18
61,16,8,92,2019-03-18
62,6,50,17,2020-04-16
62,6,50,34,2020-04-16
62,6,50,42,2020-04-16
62,6,50,67,2020-04-16
62,6,50,98,2020-04-16
63,7,15,10,2019-04-14
63,7,15,13,2019-04-14
63,7,15,45,2019-04-14
63,7,15,53,2019-04-14
63,7,15,89,2019-04-14
63,7,15,91,2019-04-14
63,7,15,96,2019-04-14
63,7,15,98,2019-04-14
64,15,65,7,2020-01-14
64,15,65,94,2020-01-14
64,15,65,95,2020-01-14
64,15,65,99,2020-01-14
65,7,96,30,2020-09-08
65,7,96,32,2020-09-08
65,7,96,54,2020-09-08
65,7,96,74,2020-09-08
66,8,91,2,2019-01-29
66,8,91,92,2019-01-29
67,8,88,26,2020-06-07
67,8,88,52,2020-06-07
67,8,88,60,2020-06-07
67,8,88,61,2020-06-07
67,8,88,86,2020-06-07
67,8,88,87,2020-06-07
67,8,88,93,2020-06-07
68,15,20,57,2020-02-17
68,15,20,66,2020-02-17
68,15,20,74,2020-02-17
69,18,73,6,2020-04-06
69,18,73,8,2020-04-06
69,18,73,27,2020-04-06
69,18,73,33,2020-04-06
69,18,73,75,2020-04-06
69,18,73,86,2020-04-06
69,18,73,97,2020-04-06
69,18,73,99,2020-04-06
70,1,21,77,2020-12-18
70,1,21,86,2020-12-18
70,1,21,86,2020-12-18
71,12,30,17,2020-07-02
71,12,30,25,2020-07-02
72,15,30,7,2020-11-08
72,15,30,55,2020-11-08
72,15,30,72,2020-11-08
73,14,84,8,2019-10-03
73,14,84,15,2019-10-03
73,14,84,67,2019-10-03
73,14,84,77,2019-10-03
74,13,94,17,2020-03-13
74,13,94,27,2020-03-13
75,1,91,80,2019-12-05
77,5,91,68,2020-08-30
78,8,74,19,2019-07-16
78,8,74,23,2019-07-16
78,8,74,57,2019-07-16
78,8,74,71,2019-07-16
78,8,74,94,2019-07-16
78,8,74,94,2019-07-16
78,8,74,100,2019-07-16
79,8,66,22,2019-02-16
79,8,66,33,2019-02-16
79,8,66,35,2019-02-16
79,8,66,40,2019-02-16
79,8,66,69,2019-02-16
79,8,66,83,2019-02-16
79,8,66,93,2019-02-16
79,8,66,100,2019-02-16
80,7,25,49,2019-05-23
80,7,25,89,2019-05-23
80,7,25,89,2019-05-23
81,13,82,31,2020-02-13
81,13,82,55,2020-02-13
81,13,82,74,2020-02-13
81,13,82,93,2020-02-13
81,13,82,97,2020-02-13
82,3,44,22,2019-02-01
82,3,44,42,2019-02-01
82,3,44,46,2019-02-01
84,6,90,10,2019-03-27
84,6,90,16,2019-03-27
84,6,90,20,2019-03-27
84,6,90,31,2019-03-27
84,6,90,44,2019-03-27
84,6,90,57,2019-03-27
84,6,90,77,2019-03-27
86,7,87,9,2019-01-13
86,7,87,59,2019-01-13
86,7,87,88,2019-01-13
87,3,11,14,2019-05-26
87,3,11,28,2019-05-26
87,3,11,37,2019-05-26
87,3,11,51,2019-05-26
87,3,11,57,2019-05-26
88,19,77,33,2019-02-07
89,17,30,29,2019-04-10
89,17,30,42,2019-04-10
89,17,30,67,2019-04-10
89,17,30,81,2019-04-10
89,17,30,89,2019-04-10
89,17,30,91,2019-04-10
90,17,25,8,2019-06-28
90,17,25,30,2019-06-28
90,17,25,83,2019-06-28
91,7,43,11,2019-04-19
91,7,43,51,2019-04-19
91,7,43,79,2019-04-19
91,7,43,97,2019-04-19
91,7,43,99,2019-04-19
92,13,56,17,2019-05-04
92,13,56,29,2019-05-04
92,13,56,93,2019-05-04
93,10,22,14,2020-11-03
93,10,22,35,2020-11-03
93,10,22,53,2020-11-03
93,10,22,56,2020-11-03
93,10,22,74,2020-11-03
93,10,22,84,2020-11-03
93,10,22,98,2020-11-03
94,19,92,7,2020-02-29
94,19,92,18,2020-02-29
94,19,92,21,2020-02-29
94,19,92,24,2020-02-29
94,19,92,50,2020-02-29
94,19,92,72,2020-02-29
94,19,92,74,2020-02-29
94,19,92,97,2020-02-29
95,5,44,8,2019-10-21
95,5,44,30,2019-10-21
95,5,44,54,2019-10-21
96,2,82,46,2020-10-29
96,2,82,46,2020-10-29
96,2,82,52,2020-10-29
96,2,82,71,2020-10-29
97,14,15,12,2020-08-19
97,14,15,65,2020-08-19
97,14,15,71,2020-08-19
97,14,15,76,2020-08-19
97,14,15,86,2020-08-19
98,11,79,1,2019-06-12
98,11,79,5,2019-06-12
99,10,83,1,2020-10-17
99,10,83,2,2020-10-17
99,10,83,20,2020-10-17
99,10,83,39,2020-10-17
99,10,83,83,2020-10-17
99,10,83,89,2020-10-17
99,10,83,89,2020-10-17
100,19,72,1,2020-05-20
100,19,72,41,2020-05-20
100,19,72,67,2020-05-20
100,19,72,76,2020-05-20
100,19,72,82,2020-05-20
101,6,21,3,2020-11-23
101,6,21,12,2020-11-23
101,6,21,14,2020-11-23
101,6,21,43,2020-11-23
103,11,75,23,2019-12-22
103,11,75,53,2019-12-22
103,11,75,65,2019-12-22
103,11,75,77,2019-12-22
103,11,75,86,2019-12-22
103,11,75,92,2019-12-22
104,17,48,5,2019-04-20
104,17,48,33,2019-04-20
104,17,48,75,2019-04-20
108,3,6,31,2020-08-08
108,3,6,97,2020-08-08
109,17,42,3,2020-12-25
109,17,42,9,2020-12-25
109,17,42,11,2020-12-25
109,17,42,34,2020-12-25
109,17,42,39,2020-12-25
109,17,42,43,2020-12-25
109,17,42,58,2020-12-25
110,8,1,18,2019-09-30
110,8,1,38,2019-09-30
110,8,1,38,2019-09-30
110,8,1,73,2019-09-30
110,8,1,78,2019-09-30
111,8,92,18,2019-04-13
111,8,92,92,2019-04-13
112,18,86,89,2020-01-03
112,18,86,93,2020-01-03
112,18,86,97,2020-01-03
113,9,95,16,2019-07-09
113,9,95,18,2019-07-09
113,9,95,33,2019-07-09
113,9,95,43,2019-07-09
113,9,95,65,2019-07-09
113,9,95,85,2019-07-09
113,9,95,86,2019-07-09
113,9,95,87,2019-07-09
114,2,2,30,2019-01-29
114,2,2,62,2019-01-29
114,2,2,88,2019-01-29
114,2,2,89,2019-01-29
115,15,49,15,2019-09-25
115,15,49,19,2019-09-25
115,15,49,22,2019-09-25
115,15,49,36,2019-09-25
115,15,49,54,2019-09-25
115,15,49,70,2019-09-25
116,7,78,25,2020-02-21
116,7,78,28,2020-02-21
116,7,78,32,2020-02-21
119,16,5,25,2019-11-23
120,8,27,23,2020-07-30
120,8,27,60,2020-07-30
120,8,27,79,2020-07-30
121,15,44,11,2019-09-04
121,15,44,12,2019-09-04
121,15,44,15,2019-09-04
121,15,44,34,2019-09-04
121,15,44,44,2019-09-04
121,15,44,54,2019-09-04
121,15,44,83,2019-09-04
121,15,44,90,2019-09-04
121,15,44,97,2019-09-04
122,10,70,82,2019-01-06
123,11,68,36,2019-02-19
123,11,68,72,2019-02-19
123,11,68,73,2019-02-19
123,11,68,78,2019-02-19
123,11,68,94,2019-02-19
125,20,64,15,2020-05-01
125,20,64,15,2020-05-01
125,20,64,19,2020-05-01
125,20,64,33,2020-05-01
125,20,64,51,2020-05-01
125,20,64,75,2020-05-01
125,20,64,84,2020-05-01
126,7,61,10,2020-06-08
126,7,61,12,2020-06-08
126,7,61,21,2020-06-08
126,7,61,58,2020-06-08
126,7,61,61,2020-06-08
126,7,61,75,2020-06-08
126,7,61,95,2020-06-08
127,19,7,4,2019-08-04
127,19,7,5,2019-08-04
127,19,7,11,2019-08-04
127,19,7,19,2019-08-04
127,19,7,27,2019-08-04
127,19,7,50,2019-08-04
127,19,7,53,2019-08-04
127,19,7,83,2019-08-04
127,19,7,94,2019-08-04
128,4,67,39,2020-12-03
128,4,67,42,2020-12-03
128,4,67,46,2020-12-03
128,4,67,52,2020-12-03
128,4,67,61,2020-12-03
128,4,67,72,2020-12-03
128,4,67,81,2020-12-03
128,4,67,98,2020-12-03
129,16,37,40,2019-02-23
129,16,37,49,2019-02-23
130,12,34,1,2020-10-17
130,12,34,12,2020-10-17
130,12,34,23,2020-10-17
130,12,34,23,2020-10-17
130,12,34,30,2020-10-17
130,12,34,31,2020-10-17
130,12,34,45,2020-10-17
130,12,34,66,2020-10-17
130,12,34,88,2020-10-17
131,8,2,35,2019-11-08
131,8,2,86,2019-11-08
132,13,16,6,2020-09-13
132,13,16,10,2020-09-13
132,13,16,40,2020-09-13
132,13,16,49,2020-09-13
132,13,16,68,2020-09-13
132,13,16,70,2020-09-13
132,13,16,94,2020-09-13
134,5,56,73,2020-07-17
134,5,56,79,2020-07-17
135,18,51,60,2020-05-03
137,10,53,1,2020-07-31
137,10,53,23,2020-07-31
137,10,53,37,2020-07-31
137,10,53,55,2020-07-31
137,10,53,63,2020-07-31
137,10,53,74,2020-07-31
138,10,61,6,2020-06-22
138,10,61,19,2020-06-22
138,10,61,41,2020-06-22
138,10,61,52,2020-06-22
138,10,61,85,2020-06-22
138,10,61,92,2020-06-22
139,10,18,3,2020-08-30
139,10,18,27,2020-08-30
139,10,18,79,2020-08-30
139,10,18,89,2020-08-30
139,10,18,100,2020-08-30
140,19,62,10,2020-03-23
140,19,62,11,2020-03-23
140,19,62,23,2020-03-23
140,19,62,23,2020-03-23
140,19,62,35,2020-03-23
140,19,62,38,2020-03-23
140,19,62,69,2020-03-23
140,19,62,80,2020-03-23
140,19,62,82,2020-03-23
141,5,75,61,2019-03-30
141,5,75,66,2019-03-30
142,13,29,2,2019-04-12
142,13,29,17,2019-04-12
142,13,29,28,2019-04-12
142,13,29,70,2019-04-12
142,13,29,86,2019-04-12
142,13,29,92,2019-04-12
142,13,29,95,2019-04-12
143,8,63,27,2019-03-01
143,8,63,38,2019-03-01
143,8,63,53,2019-03-01
143,8,63,58,2019-03-01
143,8,63,89,2019-03-01
143,8,63,98,2019-03-01
144,16,57,6,2020-01-18
144,16,57,8,2020-01-18
144,16,57,9,2020-01-18
144,16,57,25,2020-01-18
144,16,57,50,2020-01-18
144,16,57,62,2020-01-18
144,16,57,64,2020-01-18
144,16,57,87,2020-01-18
144,16,57,97,2020-01-18
146,1,30,7,2019-05-09
146,1,30,13,2019-05-09
146,1,30,43,2019-05-09
146,1,30,44,2019-05-09
146,1,30,45,2019-05-09
146,1,30,64,2019-05-09
146,1,30,70,2019-05-09
146,1,30,74,2019-05-09
146,1,30,96,2019-05-09
147,13,71,1,2020-04-01
147,13,71,24,2020-04-01
147,13,71,34,2020-04-01
147,13,71,53,2020-04-01
147,13,71,55,2020-04-01
147,13,71,56,2020-04-01
147,13,71,74,2020-04-01
147,13,71,90,2020-04-01
147,13,71,92,2020-04-01
148,13,51,6,2020-09-14
148,13,51,29,2020-09-14
148,13,51,77,2020-09-14
148,13,51,79,2020-09-14
148,13,51,86,2020-09-14
149,15,18,32,2020-08-16
149,15,18,38,2020-08-16
150,9,59,6,2019-08-11
150,9,59,16,2019-08-11
150,9,59,27,2019-08-11
150,9,59,35,2019-08-11
150,9,59,60,2019-08-11
150,9,59,77,2019-08-11
150,9,59,77,2019-08-11
151,13,9,18,2020-03-08
151,13,9,18,2020-03-08
151,13,9,20,2020-03-08
151,13,9,41,2020-03-08
151,13,9,43,2020-03-08
151,13,9,46,2020-03-08
151,13,9,54,2020-03-08
151,13,9,59,2020-03-08
151,13,9,86,2020-03-08
152,14,98,14,2020-04-28
152,14,98,15,2020-04-28
152,14,98,23,2020-04-28
152,14,98,42,2020-04-28
152,14,98,76,2020-04-28
152,14,98,77,2020-04-28
152,14,98,93,2020-04-28
153,16,43,7,2019-06-19
153,16,43,9,2019-06-19
153,16,43,11,2019-06-19
153,16,43,25,2019-06-19
153,16,43,57,2019-06-19
154,18,61,61,2020-06-21
154,18,61,68,2020-06-21
154,18,61,72,2020-06-21
154,18,61,89,2020-06-21
154,18,61,94,2020-06-21
155,5,49,73,2019-03-14
156,6,85,5,2020-06-29
156,6,85,8,2020-06-29
156,6,85,41,2020-06-29
156,6,85,77,2020-06-29
156,6,85,88,2020-06-29
156,6,85,95,2020-06-29
157,8,8,21,2019-09-29
157,8,8,51,2019-09-29
157,8,8,74,2019-09-29
157,8,8,76,2019-09-29
157,8,8,84,2019-09-29
158,1,63,6,2019-05-20
158,1,63,54,2019-05-20
158,1,63,74,2019-05-20
158,1,63,75,2019-05-20
158,1,63,100,2019-05-20
159,3,78,5,2019-08-01
159,3,78,18,2019-08-01
159,3,78,33,2019-08-01
159,3,78,71,2019-08-01
159,3,78,82,2019-08-01
159,3,78,97,2019-08-01
159,3,78,100,2019-08-01
160,4,38,34,2020-01-22
160,4,38,54,2020-01-22
160,4,38,84,2020-01-22
162,15,37,2,2019-10-01
162,15,37,3,2019-10-01
162,15,37,14,2019-10-01
162,15,37,29,2019-10-01
162,15,37,54,2019-10-01
162,15,37,71,2019-10-01
162,15,37,72,2019-10-01
162,15,37,83,2019-10-01
162,15,37,97,2019-10-01
163,2,76,8,2020-06-10
163,2,76,12,2020-06-10
163,2,76,29,2020-06-10
163,2,76,49,2020-06-10
163,2,76,50,2020-06-10
163,2,76,52,2020-06-10
163,2,76,78,2020-06-10
163,2,76,82,2020-06-10
164,9,65,64,2019-10-23
165,20,15,43,2019-01-24
165,20,15,47,2019-01-24
165,20,15,53,2019-01-24
165,20,15,61,2019-01-24
165,20,15,97,2019-01-24
165,20,15,99,2019-01-24
166,15,11,26,2020-08-22
166,15,11,27,2020-08-22
166,15,11,59,2020-08-22
167,7,76,2,2020-03-11
167,7,76,52,2020-03-11
167,7,76,56,2020-03-11
167,7,76,66,2020-03-11
167,7,76,87,2020-03-11
167,7,76,91,2020-03-11
167,7,76,95,2020-03-11
168,17,98,9,2019-08-09
169,4,2,8,2020-08-14
169,4,2,36,2020-08-14
169,4,2,60,2020-08-14
169,4,2,70,2020-08-14
170,2,88,12,2019-02-11
170,2,88,15,2019-02-11
170,2,88,26,2019-02-11
170,2,88,50,2019-02-11
170,2,88,66,2019-02-11
170,2,88,86,2019-02-11
170,2,88,99,2019-02-11
171,13,77,51,2020-03-11
171,13,77,76,2020-03-11
172,4,64,2,2019-03-04
172,4,64,2,2019-03-04
172,4,64,13,2019-03-04
172,4,64,46,2019-03-04
172,4,64,56,2019-03-04
173,11,42,8,2019-10-19
173,11,42,25,2019-10-19
173,11,42,40,2019-10-19
173,11,42,96,2019-10-19
174,9,56,7,2019-09-03
174,9,56,40,2019-09-03
174,9,56,58,2019-09-03
174,9,56,100,2019-09-03
175,9,29,1,2020-12-07
175,9,29,20,2020-12-07
175,9,29,27,2020-12-07
175,9,29,41,2020-12-07
175,9,29,44,2020-12-07
175,9,29,62,2020-12-07
175,9,29,64,2020-12-07
175,9,29,89,2020-12-07
175,9,29,98,2020-12-07
176,10,50,7,2020-03-26
176,10,50,35,2020-03-26
176,10,50,35,2020-03-26
177,6,79,2,2019-09-16
177,6,79,8,2019-09-16
177,6,79,23,2019-09-16
177,6,79,49,2019-09-16
177,6,79,68,2019-09-16
177,6,79,73,2019-09-16
177,6,79,77,2019-09-16
177,6,79,97,2019-09-16
178,2,21,5,2019-05-30
178,2,21,16,2019-05-30
178,2,21,24,2019-05-30
178,2,21,25,2019-05-30
178,2,21,50,2019-05-30
178,2,21,62,2019-05-30
178,2,21,70,2019-05-30
178,2,21,70,2019-05-30
179,14,99,17,2020-05-12
179,14,99,41,2020-05-12
179,14,99,68,2020-05-12
180,20,93,28,2019-02-12
180,20,93,61,2019-02-12
181,13,56,21,2019-12-21
181,13,56,32,2019-12-21
181,13,56,37,2019-12-21
181,13,56,49,2019-12-21
181,13,56,62,2019-12-21
181,13,56,68,2019-12-21
183,8,10,2,2019-05-14
183,8,10,2,2019-05-14
183,8,10,29,2019-05-14
183,8,10,44,2019-05-14
183,8,10,58,2019-05-14
183,8,10,61,2019-05-14
183,8,10,75,2019-05-14
183,8,10,75,2019-05-14
184,7,77,2,2020-07-31
184,7,77,24,2020-07-31
184,7,77,81,2020-07-31
184,7,77,98,2020-07-31
186,15,28,37,2019-01-12
186,15,28,70,2019-01-12
186,15,28,83,2019-01-12
186,15,28,90,2019-01-12
187,13,48,75,2020-04-23
188,15,62,16,2019-01-08
188,15,62,18,2019-01-08
188,15,62,37,2019-01-08
188,15,62,59,2019-01-08
188,15,62,94,2019-01-08
189,12,58,12,2020-02-15
189,12,58,42,2020-02-15
189,12,58,45,2020-02-15
189,12,58,51,2020-02-15
189,12,58,57,2020-02-15
189,12,58,76,2020-02-15
189,12,58,90,2020-02-15
190,11,85,3,2020-12-25
190,11,85,34,2020-12-25
190,11,85,97,2020-12-25
190,11,85,97,2020-12-25
191,5,92,69,2019-03-31
191,5,92,81,2019-03-31
192,1,5,61,2019-11-26
192,1,5,63,2019-11-26
192,1,5,85,2019-11-26
193,9,4,99,2020-06-01
194,17,80,1,2020-11-16
194,17,80,3,2020-11-16
194,17,80,40,2020-11-16
194,17,80,41,2020-11-16
194,17,80,48,2020-11-16
194,17,80,51,2020-11-16
194,17,80,70,2020-11-16
195,3,16,52,2020-03-19
195,3,16,79,2020-03-19
195,3,16,95,2020-03-19
196,18,26,31,2019-04-28
196,18,26,33,2019-04-28
196,18,26,50,2019-04-28
196,18,26,55,2019-04-28
196,18,26,84,2019-04-28
196,18,26,92,2019-04-28
196,18,26,97,2019-04-28
197,5,38,54,2019-08-17
197,5,38,71,2019-08-17
197,5,38,74,2019-08-17
197,5,38,83,2019-08-17
197,5,38,93,2019-08-17
198,17,48,29,2019-05-25
198,17,48,50,2019-05-25
198,17,48,66,2019-05-25
198,17,48,77,2019-05-25
198,17,48,80,2019-05-25
198,17,48,87,2019-05-25
198,17,48,92,2019-05-25
198,17,48,100,2019-05-25
199,2,80,32,2019-02-01
199,2,80,37,2019-02-01
199,2,80,41,2019-02-01
199,2,80,60,2019-02-01
199,2,80,60,2019-02-01
199,2,80,67,2019-02-01
199,2,80,80,2019-02-01
199,2,80,92,2019-02-01
199,2,80,96,2019-02-01
201,2,9,8,2019-10-28
201,2,9,60,2019-10-28
201,2,9,70,2019-10-28
201,2,9,74,2019-10-28
201,2,9,78,2019-10-28
202,10,45,59,2019-05-31
202,10,45,71,2019-05-31
203,2,33,21,2020-12-05
203,2,33,29,2020-12-05
203,2,33,42,2020-12-05
203,2,33,44,2020-12-05
203,2,33,52,2020-12-05
203,2,33,60,2020-12-05
204,11,73,49,2020-02-04
204,11,73,52,2020-02-04
204,11,73,97,2020-02-04
206,18,25,18,2020-03-05
206,18,25,85,2020-03-05
206,18,25,86,2020-03-05
207,13,38,34,2019-12-05
207,13,38,43,2019-12-05
207,13,38,80,2019-12-05
207,13,38,95,2019-12-05
208,10,4,16,2019-10-21
208,10,4,19,2019-10-21
208,10,4,51,2019-10-21
208,10,4,67,2019-10-21
208,10,4,67,2019-10-21
208,10,4,68,2019-10-21
208,10,4,70,2019-10-21
208,10,4,82,2019-10-21
209,20,2,45,2019-02-19
209,20,2,69,2019-02-19
209,20,2,96,2019-02-19
210,15,59,9,2020-04-04
210,15,59,35,2020-04-04
210,15,59,49,2020-04-04
210,15,59,69,2020-04-04
210,15,59,72,2020-04-04
210,15,59,87,2020-04-04
211,17,39,3,2020-02-15
211,17,39,8,2020-02-15
211,17,39,12,2020-02-15
211,17,39,18,2020-02-15
211,17,39,20,2020-02-15
211,17,39,29,2020-02-15
211,17,39,40,2020-02-15
211,17,39,94,2020-02-15
212,9,54,13,2020-08-18
212,9,54,23,2020-08-18
213,19,16,48,2019-05-17
213,19,16,83,2019-05-17
213,19,16,97,2019-05-17
214,5,93,8,2020-11-06
214,5,93,17,2020-11-06
214,5,93,71,2020-11-06
214,5,93,92,2020-11-06
214,5,93,95,2020-11-06
214,5,93,97,2020-11-06
214,5,93,100,2020-11-06
215,8,21,54,2020-10-21
215,8,21,68,2020-10-21
215,8,21,68,2020-10-21
215,8,21,78,2020-10-21
215,8,21,80,2020-10-21
215,8,21,80,2020-10-21
215,8,21,81,2020-10-21
216,13,33,11,2019-06-04
216,13,33,12,2019-06-04
